iter	Logloss
269	0.1904317619
270	0.1902985145
271	0.1901347267
272	0.1900464315
273	0.1895996073
274	0.1895409006
275	0.1895122181
276	0.1893947205
277	0.1892349626
278	0.1891599206
279	0.1889998883
280	0.1889148104
281	0.1888495013
282	0.1887084913
283	0.188528234
284	0.188399849
285	0.1880783292
286	0.1879687958
287	0.1878624957
288	0.187744557
289	0.1876662235
290	0.1875831402
291	0.1875248616
292	0.187402277
293	0.1873384047
294	0.187269503
295	0.1870711692
296	0.1870076181
297	0.1869896594
298	0.1869296245
299	0.1868699431
300	0.1868381219
301	0.1866762852
302	0.1865860642
303	0.1864323199
304	0.1863243295
305	0.1861672314
306	0.1860458561
307	0.1855259752
308	0.1853737348
309	0.1852656777
310	0.1848628148
311	0.1847628056
312	0.1846735081
313	0.1843537824
314	0.1842280849
315	0.18411204
316	0.1839989676
317	0.1839282291
318	0.1837879442
319	0.1837045374
320	0.1836152988
321	0.1834927167
322	0.1834217904
323	0.1832777719
324	0.1830016745
325	0.1829333211
326	0.1828455795
327	0.1827336377
328	0.1826519254
329	0.1826075047
330	0.1825984193
331	0.1825014365
332	0.1824618694
333	0.1823530697
334	0.1820238603
335	0.1819814093
336	0.1819495715
337	0.1818220328
338	0.1817332203
339	0.1816668186
340	0.1815309205
341	0.181413903
342	0.1813012042
343	0.1810141187
344	0.1809083163
345	0.1808249801
346	0.1805774896
347	0.1804854961
348	0.1803750235
349	0.1803147289
350	0.1801377613
351	0.1800484983
352	0.1799529886
353	0.1798305782
354	0.1797078612
355	0.1796111152
356	0.1794311836
357	0.1794103066
358	0.179369424
359	0.1793193357
360	0.1788195894
361	0.1787123337
362	0.1785663422
363	0.1784745349
364	0.1783909804
365	0.1783163079
366	0.1782785626
367	0.1781933279
368	0.1778721852
369	0.1777762538
370	0.1777064746
371	0.177650756
372	0.1776130833
373	0.1770566874
374	0.1769942756
375	0.1768937647
376	0.1768207911
377	0.1767096354
378	0.1766151506
379	0.1764758993
380	0.1762304705
381	0.1762022177
382	0.1760860425
383	0.1760468831
384	0.1759949501
385	0.175940621
386	0.1759232578
387	0.1758773791
388	0.1758431705
389	0.1757710503
390	0.1756351612
391	0.1755487491
392	0.1753403065
393	0.1752955084
394	0.1752855865
395	0.1751570659
396	0.1750717835
397	0.1749457433
398	0.1748386763
399	0.1747527489
400	0.1741419173
401	0.1740538861
402	0.1738554023
403	0.1737693736
404	0.1736832448
405	0.1735951916
406	0.1735411558
407	0.1733580135
408	0.1732609018
409	0.1731642549
410	0.1730209022
411	0.172815368
412	0.1727148961
413	0.1726386042
414	0.1725404257
415	0.1724428371
416	0.1723162124
417	0.172099031
418	0.1718517427
419	0.1716703895
420	0.1716352533
421	0.1715685867
422	0.1714565213
423	0.1713574425
424	0.1712585169
425	0.1711783886
426	0.171090077
427	0.1709368468
428	0.1707154434
429	0.1706575436
430	0.1706465593
431	0.1705805825
432	0.1704893351
433	0.1703424388
434	0.1702800142
435	0.1702286119
436	0.1701648244
437	0.1701117386
438	0.1699096537
439	0.1698261155
440	0.1697526578
441	0.1697215849
442	0.1696745539
443	0.1695837815
444	0.1695188433
445	0.1692440466
446	0.1691607265
447	0.1690287069
448	0.1689903877
449	0.1688785184
450	0.1687925086
451	0.1687043389
452	0.1686036293
453	0.1685066422
454	0.1683535499
455	0.1682700304
456	0.1680815803
457	0.1679521294
458	0.1678689938
459	0.1677296586
460	0.1675566089
461	0.1674399011
462	0.1672809039
463	0.1671579422
464	0.1669939054
465	0.1669236198
466	0.166858737
467	0.166782299
468	0.1666354459
469	0.1661372366
470	0.1660651499
471	0.1656666929
472	0.1655622115
473	0.1653576772
474	0.1652563867
475	0.1651335767
476	0.1649718887
477	0.1648615156
478	0.1647591967
479	0.164570145
480	0.1644938957
481	0.1644283937
482	0.1643960962
483	0.1643562176
484	0.1642868992
485	0.1640554603
486	0.1639071476
487	0.1637831838
488	0.1637395144
489	0.1636750843
490	0.1636079955
491	0.1635103562
492	0.1634686619
493	0.1634387889
494	0.163384284
495	0.1632971847
496	0.1632908212
497	0.1632511566
498	0.1631812622
499	0.1631310958
500	0.1630676334
501	0.1627496927
502	0.1626879105
503	0.1626017112
504	0.1623745024
505	0.1622409112
506	0.1621446533
507	0.1621125351
508	0.162057589
509	0.1616704376
510	0.1615915599
511	0.1613640758
512	0.1612522033
513	0.1609620111
514	0.1607202261
515	0.1606533729
516	0.1605165185
517	0.1604394758
518	0.1603504448
519	0.1602077135
520	0.160091281
521	0.1600328588
522	0.1598982478
523	0.1597620573
524	0.1597151084
525	0.1596813829
526	0.1596200271
527	0.1596112667
528	0.1595530373
529	0.1595118862
530	0.1593373846
531	0.1592665875
532	0.1592313172
533	0.159170698
534	0.1591322273
535	0.1590552247
536	0.1589939495
537	0.1589235542
538	0.1587396651
539	0.1587161674
540	0.1586850519
541	0.1585967231
542	0.1585741599
543	0.1584888282
544	0.1584441839
545	0.1584418463
546	0.1584373815
547	0.1581519271
548	0.1581153482
549	0.1580825954
550	0.1579720636
551	0.1578650499
552	0.1578036705
553	0.1577762808
554	0.1576967091
555	0.1576576529
556	0.1576136612
557	0.1575576992
558	0.1575302958
559	0.1574567441
560	0.1574538798
561	0.1573284271
562	0.157244372
563	0.1571786114
564	0.1570967215
565	0.1570664794
566	0.1570455525
567	0.1569851517
568	0.1569325797
569	0.1568199167
570	0.1567674413
571	0.1567195523
572	0.1567177755
573	0.1566326463
574	0.1565872446
575	0.1564607057
576	0.1561665478
577	0.1560636816
578	0.1559908939
579	0.1559394933
580	0.1558524649
581	0.1557627776
582	0.1556851398
583	0.1556470011
584	0.155579814
585	0.1555358987
586	0.1554920269
587	0.1554547143
588	0.1553975329
589	0.1553564109
590	0.1552773074
591	0.1551775988
592	0.1550942089
593	0.1550462944
594	0.1548196551
595	0.1547655328
596	0.1546955056
597	0.1546302546
598	0.1542498355
599	0.154164377
600	0.1540250845
601	0.1538215783
602	0.1537479773
603	0.1536515344
604	0.15359597
605	0.1535233095
606	0.1534434413
607	0.1533796305
608	0.1533101509
609	0.1532746964
610	0.15322275
611	0.1531337059
612	0.1527551323
613	0.1527159195
614	0.1526600825
615	0.1526270309
616	0.1525131291
617	0.1523719234
618	0.152153126
619	0.152070339
620	0.1519942588
621	0.1519167156
622	0.1518590914
623	0.151826113
624	0.1517605043
625	0.1516311385
626	0.1515657759
627	0.1514827954
628	0.1514060189
629	0.1513439728
630	0.1511073717
631	0.1508624679
632	0.1507796704
633	0.150680672
634	0.1506080279
635	0.1505490343
636	0.1505013092
637	0.1504699554
638	0.1504122238
639	0.1503563329
640	0.1503093193
641	0.1502379065
642	0.1501490797
643	0.1500746157
644	0.1499969095
645	0.1499407809
646	0.1498644231
647	0.1498050934
648	0.1497039451
649	0.1496455461
650	0.14959408
651	0.1495437044
652	0.1495172579
653	0.1493867302
654	0.1492437786
655	0.1491840254
656	0.1491276256
657	0.1490833856
658	0.1490274039
659	0.1490123321
660	0.148961932
661	0.148860925
662	0.1488172865
663	0.1487614351
664	0.1485453606
665	0.1484470928
666	0.148397749
667	0.1483539856
668	0.1482256834
669	0.1481853546
670	0.1481333247
671	0.1480977123
672	0.1480186143
673	0.1479562161
674	0.1479365162
675	0.1477156219
676	0.1476869469
677	0.14761853
678	0.1475180522
679	0.1474891492
680	0.1474542909
681	0.1473937163
682	0.1473581233
683	0.147256878
684	0.1472023121
685	0.1471141463
686	0.1470200777
687	0.1470194221
688	0.1469801796
689	0.146865235
690	0.1467970097
691	0.1465103872
692	0.1464583077
693	0.1463438322
694	0.1462785684
695	0.1460970379
696	0.1460353757
697	0.1460023261
698	0.1459738445
699	0.1459254897
700	0.1458706984
701	0.1457655277
702	0.1457249277
703	0.1456679535
704	0.1456240918
705	0.1455833194
706	0.1455182502
707	0.1454471006
708	0.145405421
709	0.1453615886
710	0.1453197244
711	0.1452916454
712	0.1452159072
713	0.1452144112
714	0.14514834
715	0.1450848034
716	0.1450070169
717	0.1449646375
718	0.1448957087
719	0.1448211526
720	0.144772019
721	0.144771488
722	0.1444955394
723	0.1443541758
724	0.1441428989
725	0.143978915
726	0.1439394187
727	0.1438345609
728	0.1437743749
729	0.1437543942
730	0.1436970616
731	0.1435999753
732	0.1433769437
733	0.1432878023
734	0.1432592447
735	0.1429940819
736	0.1428879063
737	0.1425832625
738	0.1425407071
739	0.1424392052
740	0.1424232287
741	0.142360451
742	0.1423119329
743	0.1422532946
744	0.1422208423
745	0.1421781957
746	0.1421516624
747	0.1420761115
748	0.142021469
749	0.1419746864
750	0.1418743094
751	0.1418165303
752	0.1417132445
753	0.1416440967
754	0.1416186321
755	0.1415935969
756	0.1415177897
757	0.1414916359
758	0.1412933588
759	0.1412680362
760	0.1412045039
761	0.1411582874
762	0.1409660503
763	0.1409178079
764	0.140827706
765	0.1407771412
766	0.1407143639
767	0.1406517814
768	0.1404483642
769	0.1403900409
770	0.1403103291
771	0.1400828853
772	0.1399618195
773	0.1398577038
774	0.1397406501
775	0.1397060579
776	0.1396798011
777	0.1396591819
778	0.1396226324
779	0.139534375
780	0.1394852224
781	0.1394662144
782	0.1393824493
783	0.139282522
784	0.1392574033
785	0.1392031803
786	0.1391668171
787	0.1391047473
788	0.1390078145
789	0.1389421806
790	0.1388342588
791	0.1387908776
792	0.1386625136
793	0.1385489108
794	0.1383796057
795	0.1383294585
796	0.1382746892
797	0.1382337281
798	0.1380386472
799	0.1379415701
800	0.1378824995
801	0.1377413113
802	0.1377173989
803	0.1376355684
804	0.1374429539
805	0.1373612599
806	0.1372554438
807	0.1371148711
808	0.1370579791
809	0.1370117609
810	0.1368848471
811	0.1367339128
812	0.1366956654
813	0.1366446967
814	0.1365991865
815	0.1365580449
816	0.1365026305
817	0.1364508865
818	0.1364254221
819	0.1363815413
820	0.1363407361
821	0.1363083029
822	0.1362741859
823	0.1362738395
824	0.1362069401
825	0.1361683658
826	0.1361554988
827	0.136120872
828	0.136087219
829	0.1360279271
830	0.1358553096
831	0.135685218
832	0.1356329191
833	0.1355900948
834	0.1355146394
835	0.1354621601
836	0.1354023117
837	0.1353672365
838	0.1352868093
839	0.1352142091
840	0.1351716581
841	0.1351374417
842	0.1350724146
843	0.1350125762
844	0.1349346398
845	0.1348784953
846	0.1348167308
847	0.1347862205
848	0.1347006594
849	0.1344840603
850	0.1343085118
851	0.1342685189
852	0.1342063368
853	0.1341080522
854	0.1340249363
855	0.133949535
856	0.1339041534
857	0.1337892622
858	0.1337032574
859	0.1336068089
860	0.1333756996
861	0.1332489088
862	0.1331663709
863	0.1331035585
864	0.1329534807
865	0.1328553379
866	0.1327903459
867	0.1326627167
868	0.1324882084
869	0.13234365
870	0.1322536269
871	0.132010739
872	0.1317250616
873	0.1315565028
874	0.1314888512
875	0.1313784758
876	0.1312970731
877	0.1312191961
878	0.13116169
879	0.131090927
880	0.1310425746
881	0.131009156
882	0.130957936
883	0.1308609883
884	0.1308101785
885	0.130726507
886	0.1306289087
887	0.130597649
888	0.130551339
889	0.130536552
890	0.1304488668
891	0.1304188154
892	0.130385579
893	0.1303528162
894	0.1303158382
895	0.1302600743
896	0.1302204092
897	0.1301888115
898	0.1301526909
899	0.1300985142
900	0.1299527893
901	0.1299183831
902	0.1298944971
903	0.1298592106
904	0.1297854191
905	0.129722603
906	0.1295931631
907	0.1295593013
908	0.1294778159
909	0.1293996659
910	0.1293326397
911	0.1293067384
912	0.1292553193
913	0.1292503249
914	0.1292030185
915	0.1291695326
916	0.1291473362
917	0.1290638703
918	0.1290194681
919	0.1289873281
920	0.1289459451
921	0.1288490903
922	0.1288124189
923	0.1287686933
924	0.1286991147
925	0.1286450235
926	0.1285744808
927	0.1285286324
928	0.1284876362
929	0.1284561222
930	0.1283842594
931	0.1283449687
932	0.1282210763
933	0.1281929485
934	0.1281559159
935	0.1280737616
936	0.1280273651
937	0.1279592885
938	0.1279225959
939	0.1278211245
940	0.1277939783
941	0.1277616472
942	0.1276958235
943	0.1276461882
944	0.1276056545
945	0.127551706
946	0.1274265457
947	0.1273959136
948	0.1273588344
949	0.1273333669
950	0.1272791759
951	0.1272251948
952	0.1271878711
953	0.1271215327
954	0.127089518
955	0.1270437758
956	0.1270046317
957	0.1269736579
958	0.1269364671
959	0.1268617383
960	0.1268066801
961	0.1267274191
962	0.1266757858
963	0.1265941971
964	0.1265265631
965	0.1265012005
966	0.1264440181
967	0.1263896648
968	0.1263620863
969	0.1263315504
970	0.1262646806
971	0.1261939975
972	0.1261231979
973	0.1260796524
974	0.1260434823
975	0.125957887
976	0.1259232416
977	0.1258767107
978	0.1258423671
979	0.1257829223
980	0.1257509845
981	0.1257203101
982	0.1256989432
983	0.125666693
984	0.1256269369
985	0.1255839489
986	0.1255436251
987	0.1255279814
988	0.1255009923
989	0.1254562852
990	0.125427806
991	0.1253885256
992	0.1253837597
993	0.1253502113
994	0.1253032341
995	0.1252814078
996	0.1252128336
997	0.1251685929
998	0.1251301625
999	0.1250394702
